Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Namibia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,5.7
Namibia,M,Marital status,Married or living together,... if she neglects the children,2013,10
Namibia,M,Marital status,Never married,... if she neglects the children,2013,16.1
Namibia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,15
Namibia,M,Marital status,Married or living together,... if she refuses to have sex with him,2013,1.2
Namibia,M,Marital status,Never married,... if she refuses to have sex with him,2013,3.6
Namibia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,3
Nepal,F,Marital status,Married or living together,... for at least one specific reason,2016,28.2
Nepal,F,Marital status,Never married,... for at least one specific reason,2016,29.6
Nepal,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,31.1
Nepal,F,Marital status,Married or living together,... if she argues with him,2016,9.4
Nepal,F,Marital status,Never married,... if she argues with him,2016,6.3
Nepal,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,12.5
Nepal,F,Marital status,Married or living together,... if she burns the food,2016,3.5
Nepal,F,Marital status,Never married,... if she burns the food,2016,2.8
Nepal,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,5.8
Nepal,F,Marital status,Married or living together,... if she goes out without telling him,2016,12.7
Nepal,F,Marital status,Never married,... if she goes out without telling him,2016,8
Nepal,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,10.2
Nepal,F,Marital status,Married or living together,... if she neglects the children,2016,23.9
Nepal,F,Marital status,Never married,... if she neglects the children,2016,26.1
Nepal,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,26.1
Nepal,F,Marital status,Married or living together,... if she refuses to have sex with him,2016,3.2
Nepal,F,Marital status,Never married,... if she refuses to have sex with him,2016,2.1
Nepal,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,4.9
Nepal,M,Marital status,Married or living together,... for at least one specific reason,2016,20.4
Nepal,M,Marital status,Never married,... for at least one specific reason,2016,27.6
Nepal,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,38.8
Nepal,M,Marital status,Married or living together,... if she argues with him,2016,8.5
Nepal,M,Marital status,Never married,... if she argues with him,2016,8.8
Nepal,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,27.6
Nepal,M,Marital status,Married or living together,... if she burns the food,2016,1.1
Nepal,M,Marital status,Never married,... if she burns the food,2016,2.5
Nepal,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,0
Nepal,M,Marital status,Married or living together,... if she goes out without telling him,2016,8.6
Nepal,M,Marital status,Never married,... if she goes out without telling him,2016,10.5
Nepal,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,34.5
Nepal,M,Marital status,Married or living together,... if she neglects the children,2016,15.7
Nepal,M,Marital status,Never married,... if she neglects the children,2016,23.9
Nepal,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,38.8
Nepal,M,Marital status,Married or living together,... if she refuses to have sex with him,2016,3
Nepal,M,Marital status,Never married,... if she refuses to have sex with him,2016,5.4
Nepal,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,3.3
Nicaragua,F,Marital status,Married or living together,... for at least one specific reason,2001,16.8
Nicaragua,F,Marital status,Never married,... for at least one specific reason,2001,0
Nicaragua,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2001,17.3
Nicaragua,F,Marital status,Married or living together,... if she argues with him,2001,6
Nicaragua,F,Marital status,Never married,... if she argues with him,2001,0
Nicaragua,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2001,5.5
Nicaragua,F,Marital status,Married or living together,... if she burns the food,2001,6.3
Nicaragua,F,Marital status,Never married,... if she burns the food,2001,0
Nicaragua,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2001,5.3
Nicaragua,F,Marital status,Married or living together,... if she goes out without telling him,2001,8.2
Nicaragua,F,Marital status,Never married,... if she goes out without telling him,2001,0
Nicaragua,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2001,6.5
Nicaragua,F,Marital status,Married or living together,... if she neglects the children,2001,12.4
Nicaragua,F,Marital status,Never married,... if she neglects the children,2001,0
Nicaragua,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2001,13.8
Nicaragua,F,Marital status,Married or living together,... if she refuses to have sex with him,2001,4
Nicaragua,F,Marital status,Never married,... if she refuses to have sex with him,2001,0
Nicaragua,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2001,3.2
Niger,F,Marital status,Married or living together,... for at least one specific reason,2012,61
Niger,F,Marital status,Never married,... for at least one specific reason,2012,46.1
Niger,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,54
Niger,F,Marital status,Married or living together,... if she argues with him,2012,51.8
Niger,F,Marital status,Never married,... if she argues with him,2012,37.9
Niger,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,42.3
Niger,F,Marital status,Married or living together,... if she burns the food,2012,36
Niger,F,Marital status,Never married,... if she burns the food,2012,23
Niger,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,25.5
Niger,F,Marital status,Married or living together,... if she goes out without telling him,2012,44.1
Niger,F,Marital status,Never married,... if she goes out without telling him,2012,29.8
Niger,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,37.6
Niger,F,Marital status,Married or living together,... if she neglects the children,2012,43.4
Niger,F,Marital status,Never married,... if she neglects the children,2012,29.6
Niger,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,33.7
Niger,F,Marital status,Married or living together,... if she refuses to have sex with him,2012,52
Niger,F,Marital status,Never married,... if she refuses to have sex with him,2012,31
Niger,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,44.1
Niger,M,Marital status,Married or living together,... for at least one specific reason,2012,22
Niger,M,Marital status,Never married,... for at least one specific reason,2012,36.4
Niger,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,28.4
Niger,M,Marital status,Married or living together,... if she argues with him,2012,15.7
Niger,M,Marital status,Never married,... if she argues with him,2012,27.8
Niger,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,18.6
Niger,M,Marital status,Married or living together,... if she burns the food,2012,6.9
Niger,M,Marital status,Never married,... if she burns the food,2012,13.1
Niger,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,14.9
Niger,M,Marital status,Married or living together,... if she goes out without telling him,2012,12.5
Niger,M,Marital status,Never married,... if she goes out without telling him,2012,22
Niger,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,24.4
Niger,M,Marital status,Married or living together,... if she neglects the children,2012,12
Niger,M,Marital status,Never married,... if she neglects the children,2012,22.5
Niger,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,16.2
Niger,M,Marital status,Married or living together,... if she refuses to have sex with him,2012,11.2
Niger,M,Marital status,Never married,... if she refuses to have sex with him,2012,18.7
Niger,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,19.4
Nigeria,F,Marital status,Married or living together,... for at least one specific reason,2013,36.8
Nigeria,F,Marital status,Never married,... for at least one specific reason,2013,28.7
Nigeria,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,34.4
Nigeria,F,Marital status,Married or living together,... if she argues with him,2013,22.8
Nigeria,F,Marital status,Never married,... if she argues with him,2013,16.9
Nigeria,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,22.2
